ID,Intercept,umol.L.sec,Temp.C,Light_Dark
Anigr_7_36C,148.9539397,-0.006086197,36.15814557,NA
Anigr_7_38C,137.6900796,-0.004289791,37.82414486,NA
Anigr_7_40C,121.6890738,-0.002006722,39.98682051,NA
Anigr_9_14C,253.6200019,-0.000807928,13.46859394,NA
Anigr_9_18C,252.1579036,-0.001580195,18.21578689,NA
Anigr_9_22C,241.5028455,-0.004142962,22.30114063,NA
Anigr_9_26C,225.940602,-0.008248642,26.1766506,NA
Anigr_9_28C,209.247445,-0.003766784,27.87366038,NA
Anigr_9_30C,196.5137803,-0.005009675,30.01161783,NA
Anigr_9_32C,183.2218493,-0.004569164,31.90843636,NA
Anigr_9_34C,170.93327,-0.006036195,33.85991925,NA
Anigr_9_36C,157.7283726,-0.006149784,35.98871975,NA
Anigr_9_38C,145.1664182,-0.003730105,37.64949704,NA
Anigr_9_40C,128.6750058,-0.002663477,39.83274359,NA
AnigrBk_10_14C,268.4100658,-0.000442891,13.42080606,NA
AnigrBk_10_18C,266.5112642,-0.001059303,18.24040437,NA
AnigrBk_10_22C,254.2388402,-0.003434709,22.23176563,NA
AnigrBk_10_26C,237.8334546,-0.00538762,26.17826506,NA
AnigrBk_10_28C,221.4260983,-0.002557041,27.88998742,NA
AnigrBk_10_30C,206.7689274,-0.002927171,29.97791083,NA
AnigrBk_10_32C,193.0790137,-0.002775555,31.93193939,NA
AnigrBk_10_34C,180.1821037,-0.00418372,33.80474375,NA
AnigrBk_10_36C,165.5589114,-0.004347079,35.9563949,NA
AnigrBk_10_38C,152.6659511,-0.002599161,37.57610059,NA
AnigrBk_10_40C,134.9201459,-0.001720356,39.81655128,NA
AnigrBk_8_14C,249.1502944,-0.000808057,13.28701212,NA
AnigrBk_8_18C,245.3575271,-0.001681237,18.18874317,NA
AnigrBk_8_22C,235.8902765,-0.002972538,22.19805729,NA
AnigrBk_8_26C,219.332024,-0.006429949,26.135,NA
AnigrBk_8_28C,202.7352401,-0.003120963,27.8380566,NA
AnigrBk_8_30C,191.3736999,-0.003386354,29.96637975,NA
AnigrBk_8_32C,178.3372609,-0.003302169,31.90867879,NA
AnigrBk_8_34C,166.1257239,-0.004581006,33.81155901,NA
AnigrBk_8_36C,153.0484031,-0.005006399,35.92755414,NA
AnigrBk_8_38C,140.9396794,-0.00321384,37.58150296,NA
AnigrBk_8_40C,124.6385385,-0.001365932,39.82796774,NA
Bdide_1_14C,255.112624,-0.004767964,14.29148485,NA
Bdide_1_18C,252.6456248,-0.006148156,18.81076064,NA
Bdide_1_22C,241.7463346,-0.010854077,22.4538,NA
Bdide_1_26C,221.6491625,-0.012429942,25.94669136,NA
Bdide_1_28C,207.6575223,-0.012843185,27.87148148,NA
Bdide_1_30C,194.3031961,-0.012500687,29.81678659,NA
Bdide_1_31C,184.6668642,-0.011521105,30.84845223,NA
Bdide_1_32C,177.3563893,-0.01114159,31.99254857,NA
Bdide_1_34C,167.1792009,-0.014888694,34.32573913,NA
Bdide_1_36C,146.8763903,-0.016684346,36.62781935,NA
Bdide_1_40C,127.9906575,-0.015411421,40.01891617,NA
Bdide_2_14C,260.3812039,-0.00276694,14.23729878,NA
Bdide_2_18C,257.1505388,-0.003224263,18.73265957,NA
Bdide_2_22C,247.2904102,-0.005036486,22.51439375,NA
Bdide_2_26C,227.7074722,-0.007369535,26.03809259,NA
Bdide_2_28C,213.7842885,-0.006931334,27.94426543,NA
Bdide_2_30C,199.8623039,-0.005050639,29.94446341,NA
Bdide_2_31C,190.6519611,-0.006329652,30.98954777,NA
Bdide_2_32C,181.7447483,-0.005672971,31.99122857,NA
Bdide_2_34C,170.4851617,-0.007397537,34.43914907,NA
Bdide_2_36C,156.5864636,-0.008686695,36.47292994,NA
Bdide_2_40C,131.5940241,-0.010138223,40.18586228,NA
Bdide_3_14C,255.6439375,-0.00315085,14.26404294,NA
Bdide_3_18C,251.9284921,-0.004042978,18.69146524,NA
Bdide_3_22C,242.0285616,-0.007364416,22.408725,NA
Bdide_3_26C,223.8688932,-0.007688061,25.91255901,NA
Bdide_3_28C,209.7914202,-0.007934058,27.86287654,NA
Bdide_3_30C,195.4643141,-0.008166642,29.85693939,NA
Bdide_3_31C,187.2777324,-0.007588685,30.90905096,NA
Bdide_3_32C,178.7331864,-0.009314578,31.95796591,NA
Bdide_3_34C,167.6832556,-0.010157301,34.39158385,NA
Bdide_3_36C,154.0319959,-0.008453899,36.42012739,NA
Bdide_3_40C,129.7511398,-0.011405331,40.09028743,NA
Bdide_5_14C,257.2195044,-0.003298399,14.26323313,NA
Bdide_5_18C,253.9342351,-0.004504222,18.77002674,NA
Bdide_5_22C,243.1203485,-0.010348259,22.4936875,NA
Bdide_5_26C,227.4623354,-0.008062726,25.98287578,NA
Bdide_5_28C,211.6322148,-0.006611863,27.89359259,NA
Bdide_5_30C,197.4613426,-0.007683927,29.8971697,NA
Bdide_5_31C,187.8312552,-0.007054635,30.83895513,NA
Bdide_5_32C,179.4383919,-0.008832235,31.98332955,NA
Bdide_5_34C,169.2837371,-0.008920362,34.39472671,NA
Bdide_5_36C,155.297808,-0.009931378,36.39987898,NA
Bdide_5_40C,130.8782869,-0.010216911,40.17251205,NA
Bdide_6_14C,258.8512051,-0.003604506,14.25623313,NA
Bdide_6_18C,255.8158582,-0.005837548,18.8808984,NA
Bdide_6_22C,245.9535979,-0.010548598,22.4966875,NA
Bdide_6_26C,227.0492089,-0.009110241,25.97943478,NA
Bdide_6_28C,210.4105779,-0.008903746,27.91361728,NA
Bdide_6_30C,197.5913332,-0.008168742,29.9163697,NA
Bdide_6_31C,188.5255121,-0.007781733,30.98098718,NA
Bdide_6_32C,180.6072266,-0.008791441,32.03647727,NA
Bdide_6_34C,169.904589,-0.01138509,34.3826625,NA
Bdide_6_36C,155.3821757,-0.011976389,36.45052866,NA
Bdide_6_40C,123.8865596,-0.005943677,40.71368966,NA
Bdide_7_14C,247.5978948,-0.003887764,14.37207362,NA
Bdide_7_18C,244.1992843,-0.004806811,18.72643548,NA
Bdide_7_22C,233.8625021,-0.009617154,22.5877125,NA
Bdide_7_26C,215.5269722,-0.010627835,26.06191304,NA
Bdide_7_28C,201.1186508,-0.008410835,27.97095679,NA
Bdide_7_30C,187.6813659,-0.007901872,29.89813333,NA
Bdide_7_31C,179.0631085,-0.00968238,31.05529114,NA
Bdide_7_32C,171.0557024,-0.01071415,32.10842614,NA
Bdide_7_34C,160.4378489,-0.012112896,34.50264375,NA
Bdide_7_36C,147.1561374,-0.011703276,36.5236242,NA
Bdide_7_40C,123.4256877,-0.012701085,40.22289157,NA
Bdide_8_14C,249.7055129,-0.005191476,14.2214321,NA
Bdide_8_18C,247.2006557,-0.005394281,18.5799086,NA
Bdide_8_22C,237.5995048,-0.009256783,22.3756625,NA
Bdide_8_26C,218.0954571,-0.01113536,25.94454037,NA
Bdide_8_28C,204.4566302,-0.00986519,27.84496296,NA
Bdide_8_30C,190.956099,-0.010266788,29.85939394,NA
Bdide_8_31C,181.0594428,-0.011041306,30.91128662,NA
Bdide_8_32C,172.5922947,-0.012718088,31.96590909,NA
Bdide_8_34C,163.4533128,-0.014831153,34.3677375,NA
Bdide_8_36C,149.1587687,-0.015753766,36.44531013,NA
Bdide_8_40C,125.6285593,-0.014234277,40.14987952,NA
Bdide_9_14C,255.1150663,-0.004092526,14.26569939,NA
Bdide_9_18C,254.0079108,-0.004501828,18.95395161,NA
Bdide_9_22C,243.0855927,-0.006826745,22.50553125,NA
Bdide_9_26C,226.3098876,-0.007873873,25.95868944,NA
Bdide_9_28C,211.6228622,-0.00832145,27.90299383,NA
Bdide_9_30C,196.9338949,-0.008771741,29.87572727,NA
Bdide_9_31C,188.1801932,-0.007890784,30.96578981,NA
Bdide_9_32C,179.3663043,-0.01008873,31.98921591,NA
Bdide_9_34C,169.2367652,-0.0093529,34.39190625,NA
Bdide_9_36C,156.0282605,-0.009431155,36.42534177,NA
Bdide_9_40C,132.0448871,-0.011976641,40.11766265,NA
BdideBk_10_14C,271.5624529,-0.000870304,13.97859259,NA
BdideBk_10_18C,267.5042903,-0.001381407,18.76930645,NA
BdideBk_10_22C,257.1620605,-0.006944777,22.56021875,NA
BdideBk_10_26C,238.2528777,-0.005063991,26.00683851,NA
BdideBk_10_28C,222.7969851,-0.003704313,27.90440123,NA
BdideBk_10_30C,208.7475878,-0.001421128,29.89164848,NA
BdideBk_10_31C,199.8250936,-0.001885482,30.97267532,NA
BdideBk_10_32C,190.306212,-0.002541527,31.96896591,NA
BdideBk_10_34C,178.4048733,-0.005045668,34.39129375,NA
BdideBk_10_36C,164.7351473,-0.003656786,36.42992405,NA
BdideBk_10_40C,138.8236301,-0.00328439,40.15521687,NA
BdideBk_4_14C,235.3563939,-0.000923683,14.16582209,NA
BdideBk_4_18C,231.0418912,-0.001362804,18.63992513,NA
BdideBk_4_22C,221.896313,-0.003163132,22.50107547,NA
BdideBk_4_26C,203.9353185,-0.003330681,25.96370807,NA
BdideBk_4_28C,191.6127092,-0.003246063,27.88946914,NA
BdideBk_4_30C,179.6469413,-0.001961278,29.81662424,NA
BdideBk_4_31C,171.4967741,-0.002010383,30.92709554,NA
BdideBk_4_32C,163.8763635,-0.002787575,31.95315909,NA
BdideBk_4_34C,153.7876022,-0.003796142,34.3532,NA
BdideBk_4_36C,142.221081,-0.003743001,36.4056879,NA
BdideBk_4_40C,116.3723801,-0.000404749,40.39265267,NA
Bgran_1_14C,255.9725856,-0.003761886,14.2211962,NA
Bgran_1_18C,245.2661804,-0.004001836,18.20106709,NA
Bgran_1_22C,227.6578286,-0.004969829,21.98875152,NA
Bgran_1_26C,209.4288362,-0.007317819,26.23895722,NA
Bgran_1_28C,195.8457171,-0.009508019,27.96560355,NA
Bgran_1_29C,188.6797596,-0.009813072,29.08568354,NA
Bgran_1_30C,178.9054216,-0.012163247,29.98654167,NA
Bgran_1_32C,174.4757665,-0.012605902,31.75846154,NA
Bgran_1_34C,163.423544,-0.014044202,34.17156522,NA
Bgran_1_36C,150.0438563,-0.007258999,36.00284615,NA
Bgran_1_38C,139.6212132,-0.009118175,37.84771875,NA
Bgran_10_14C,269.7996608,-0.002196082,14.01083544,NA
Bgran_10_18C,260.1427536,-0.002835137,18.07818211,NA
Bgran_10_22C,240.2894178,-0.004012949,21.95140741,NA
Bgran_10_26C,220.9193791,-0.006489917,26.13891892,NA
Bgran_10_28C,206.6495031,-0.007612181,27.93427381,NA
Bgran_10_29C,199.1597364,-0.008007889,29.05117089,NA
Bgran_10_30C,188.9781795,-0.008029569,29.9978503,NA
Bgran_10_32C,184.2155179,-0.010416179,31.75200633,NA
Bgran_10_34C,173.097352,-0.009827465,34.01286335,NA
Bgran_10_36C,163.228641,-0.008255846,35.97699351,NA
Bgran_10_38C,153.9433206,-0.005416951,37.87176582,NA
Bgran_2_14C,261.342602,-0.002120779,14.10961392,NA
Bgran_2_18C,249.8772574,-0.002902487,18.18885623,NA
Bgran_2_22C,233.3984532,-0.004054361,21.89248485,NA
Bgran_2_26C,212.3874053,-0.006806456,26.35052688,NA
Bgran_2_28C,201.3543814,-0.006671965,28.02071598,NA
Bgran_2_29C,193.3444838,-0.007428606,29.26153822,NA
Bgran_2_30C,184.6978065,-0.00785237,30.00792857,NA
Bgran_2_32C,178.144517,-0.010184353,31.78792308,NA
Bgran_2_34C,164.7497671,-0.012946122,34.21637267,NA
Bgran_2_36C,157.4927338,-0.008602061,35.97633974,NA
Bgran_2_38C,147.1599257,-0.012861789,37.96875,NA
Bgran_3_14C,256.9765814,-0.00131005,14.06372327,NA
Bgran_3_18C,245.4225556,-0.001769577,18.10090735,NA
Bgran_3_22C,227.2380186,-0.002534305,21.95532515,NA
Bgran_3_26C,209.4206899,-0.003233329,26.27244324,NA
Bgran_3_28C,196.9477157,-0.004508036,27.9364497,NA
Bgran_3_29C,189.7551889,-0.003599683,29.05962658,NA
Bgran_3_30C,183.0866714,-0.004759425,29.95560119,NA
Bgran_3_32C,176.1226092,-0.006151914,31.82487898,NA
Bgran_3_34C,165.1146271,-0.004462332,34.08737267,NA
Bgran_3_36C,156.5465773,-0.004543967,35.964,NA
Bgran_5_14C,257.8895978,-0.003577238,14.3709434,NA
Bgran_5_18C,247.9754229,-0.004046928,18.07973802,NA
Bgran_5_22C,229.2704391,-0.006234312,21.9807362,NA
Bgran_5_26C,210.9649373,-0.008795165,26.31105405,NA
Bgran_5_28C,198.1502654,-0.008398962,27.98940237,NA
Bgran_5_29C,190.5869658,-0.009319562,29.11877215,NA
Bgran_5_30C,182.3013569,-0.010088583,30.04269643,NA
Bgran_5_32C,176.3963647,-0.012021058,31.80326282,NA
Bgran_5_34C,165.0345329,-0.011533207,34.06462733,NA
Bgran_5_36C,155.6189928,-0.011178328,36.03024359,NA
Bgran_5_38C,146.0708095,-0.009035422,37.9510566,NA
Bgran_6_14C,260.7989207,-0.003869959,14.32397484,NA
Bgran_6_18C,248.7806568,-0.004026549,18.07023323,NA
Bgran_6_22C,232.8190355,-0.004846921,21.9727037,NA
Bgran_6_26C,213.0657237,-0.007064783,26.2595914,NA
Bgran_6_28C,199.7296907,-0.008551826,28.0793631,NA
Bgran_6_29C,191.8351078,-0.009147633,29.16077987,NA
Bgran_6_30C,182.4202377,-0.008045815,30.07755357,NA
Bgran_6_32C,176.9893326,-0.00991375,31.8431519,NA
Bgran_6_34C,165.2965881,-0.010897773,34.12077019,NA
Bgran_6_36C,156.6906787,-0.009256844,36.08394231,NA
Bgran_6_38C,147.1613183,-0.007179975,38.00808805,NA
Bgran_7_14C,246.8560899,-0.003403105,14.14130189,NA
Bgran_7_18C,235.9995979,-0.00362177,18.21360383,NA
Bgran_7_22C,220.4290399,-0.005875285,22.0529321,NA
Bgran_7_26C,201.8927437,-0.010306004,26.33262162,NA
Bgran_7_28C,186.2689357,-0.010179209,28.06529762,NA
Bgran_7_29C,180.2595124,-0.010975528,29.18805063,NA
Bgran_7_30C,171.9686757,-0.010982406,30.09114286,NA
Bgran_7_32C,166.1843136,-0.013903907,31.85570253,NA
Bgran_7_34C,154.826922,-0.011936886,34.21086335,NA
Bgran_7_36C,144.5290216,-0.014958549,35.93011268,NA
Bgran_7_38C,136.6504821,-0.007846939,38.03259748,NA
Bgran_8_14C,252.8908934,-0.001786377,14.03086164,NA
Bgran_8_18C,242.0656545,-0.002198348,18.00955272,NA
Bgran_8_22C,224.2158976,-0.003187537,21.95380864,NA
Bgran_8_26C,205.7780258,-0.00450787,26.17565946,NA
Bgran_8_28C,193.3967119,-0.005038278,27.93145833,NA
Bgran_8_29C,186.1333126,-0.005733447,29.05649367,NA
Bgran_8_30C,179.571227,-0.005784959,29.96285714,NA
Bgran_8_32C,172.7757432,-0.00712822,31.7884557,NA
Bgran_8_34C,162.4211201,-0.005752748,33.98021739,NA
Bgran_8_36C,153.6160233,-0.005741533,35.94254545,NA
Bgran_8_38C,143.5884024,-0.003837463,37.85705696,NA
BgranBk_4_14C,236.7323114,-0.000684626,14.08292453,NA
BgranBk_4_18C,226.3183015,-0.000704295,18.1344984,NA
BgranBk_4_22C,209.1606039,-0.001186535,21.96056442,NA
BgranBk_4_26C,192.5635268,-0.001543086,26.2252,NA
BgranBk_4_28C,180.7853074,-0.002034387,27.95488166,NA
BgranBk_4_29C,174.3301245,-0.002172751,29.06825949,NA
BgranBk_4_30C,168.4730704,-0.002370284,29.95342857,NA
BgranBk_4_32C,162.0725453,-0.003180601,31.7908535,NA
BgranBk_4_34C,152.7070532,-0.001798073,34.04696894,NA
BgranBk_4_36C,143.9150347,-0.002285812,35.99959615,NA
BgranBk_4_38C,134.4447585,-0.001418015,37.87698742,NA
BgranBk_9_14C,259.190362,-0.000836102,14.23742405,NA
BgranBk_9_18C,248.6102125,-0.000766145,18.14927157,NA
BgranBk_9_22C,230.1239855,-0.00096279,22.05232099,NA
BgranBk_9_26C,213.0128151,-0.001438221,26.22026486,NA
BgranBk_9_28C,200.0166964,-0.001809322,27.95893452,NA
BgranBk_9_29C,192.5873968,-0.002601758,29.0661962,NA
BgranBk_9_30C,186.1258473,-0.002464576,29.96773653,NA
BgranBk_9_32C,179.4653659,-0.003439156,31.81801899,NA
BgranBk_9_34C,169.9441083,-0.001987792,34.01721118,NA
BgranBk_9_36C,160.0981626,-0.002379363,36.02038312,NA
BgranBk_9_38C,149.8344464,-0.001389855,37.879,NA
Cexpl_10_14C,264.2857721,-0.00094392,14.60125,NA
Cexpl_10_18C,266.2944153,-0.002192887,18.31190385,NA
Cexpl_10_22C,241.6503702,-0.003620298,21.93402532,NA
Cexpl_10_26C,223.3156421,-0.00497985,25.95679375,NA
Cexpl_10_28C,210.2421631,-0.004346244,28.00332143,NA
Cexpl_10_29C,200.0500222,-0.004659405,28.90372327,NA
Cexpl_10_30C,195.2393335,-0.005227038,29.81435976,NA
Cexpl_10_32C,188.5234703,-0.005247238,31.89576923,NA
Cexpl_10_34C,177.7803852,-0.005325046,34.07344025,NA
Cexpl_10_36C,166.3172144,-0.004439862,36.16545977,NA
Cexpl_10_38C,156.6974204,-0.007140498,37.93021656,NA
Cexpl_2_14C,254.0873657,-0.004390975,14.63916667,NA
Cexpl_2_18C,257.8711124,-0.003855785,18.2748141,NA
Cexpl_2_22C,236.8566302,-0.007507252,21.99129747,NA
Cexpl_2_26C,213.3305874,-0.009127669,26.03543949,NA
Cexpl_2_28C,201.5653867,-0.008922964,28.06873653,NA
